text,확진자수_pred,확진자수_gt,완치자수_pred,완치자수_gt,사망여부_pred,사망여부_gt,집단감염_pred,집단감염_gt,백신관련_pred,백신관련_gt,방역지침_pred,방역지침_gt,경제지원_pred,경제지원_gt,마스크_pred,마스크_gt,국제기구_pred,국제기구_gt,병원관련_pred,병원관련_gt
" "" 국내에서 [UNK] 뮤 변이 [UNK] 코로나바이러스가 3건 확인됐다 . 뮤 변이는 세계보건기구 ( who ) 에 의해 특별히 주시해야 할 변이로 지정된 변이 바이러스다 . 3일 장희창 국립보건연구원 국립감염병연구소장은 정례브리핑에서 [UNK] 현재까지 국내에서는 해외 유입 사례에서 3건이 ( 뮤 변이로 ) 확인됐으며 , 국내 지역발생 건수는 없다 [UNK] 고 밝혔다 . 멕시코 , 미국 , 콜롬비아에서 입국했다가 확진 판정을 받은 사례다 . 박영준 방대본 역학조사팀장은 이날 브리핑에서 [UNK] 뮤 변이의 전파율과 치명률에 있어서는 현재 모니터링이 더 필요한 이런 상황으로 보고 있다 [UNK] 며 그래서 세계보건기구 , 기타 국가에서도 이러한 특성 변화 , 전파율과 치명률에 어떠한 영향을 미치는지에 대해서 감시 , 면밀한 감시가 필요하기 때문에 모니터링을 진행하고 있다 [UNK] 고 말했다 . 방역 당국에 따르면 뮤 변이는 올해 1월 콜롬비아에서 최초 검출된 이후 페루 , 칠레 , 미국 등 약 40개국에서 확인됐다 . who는 코로나 변이 바이러스 중 전파력과 증상 , 백신 효과 등을 고려해 주의해야 할 변이를 [UNK] 우려 변이 [UNK] 와 [UNK] 관심 변이 [UNK] 로 지정했다 . 뮤 변이는 우려 변이보다 주의도가 낮은 관심 변이로 지정됐다 . who에 따르면 뮤 변이가 백신 효과를 감소시킬 수 있다는 자료가 있으나 추가 연구가 필요한 상황이다 . 우려 변이는 알파 ᄇ",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
" "" 청주 = 뉴시스 천영준 기자 = 충북의 코로나19 확산세가 4차 대유행이 지속하면서 좀처럼 꺾이지 않는 가운데 누적 확진자가 6000명을 넘어섰다 . 1000명을 돌파하는 누적 주기가 한 달을 넘기지 않아 여전히 심각한 수준이라는 우려가 나온다 . 충북도는 현재의 확산세를 차단하고 단계적 일상 회복을 앞당기기 위해 백신 접종에 속도를 내고 있다 . 24일 도에 따르면 이날 오후 3시 현재 청주와 충주 , 제천 , 진천 , 음성 등 5개 시 · 군에서 40명이 양성 판정을 받았다 . 도내 누적 확진자는 6006명으로 늘었다 . 지난해 2월 20일 증평의 모 군부대 소속 군인이 처음 코로나19에 감염된 후 19개월 만에 6000명을 돌파했다 . 문제는 도내 코로나19 확산 속도가 느려지지 않았다는 점이다 . 확진자 수가 1000명을 넘은 것은 10개월 만인 작년 12월 25일이다 . 이전까지 누적 감염자가 300명대에 머물렀으나 3차 대유행이 본격화하면서 12월 한 달 동안 무려 826명이 확진됐다 . 제천 김장모임을 시작으로 기업체 , 병원 등에서 잇따라 집단 감염이 발생한 것이 영향을 줬다 . 올해 들어서는 새로운 감염 고리 , 외국인 근로자 집단 감염 등이 속출하며 누적 확진자가 3월 18일 2000명 , 6월 4일 3000명 , 8월 4일 4000명 , 같은 달 26일 5000명을 넘어섰다 . 특히 4차 대유행이 시작한 7월부터 델타 변이 유행 , 숨은 감염자",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
" "" ( 서울 = 뉴스1 ) 김진희 기자 = 서울에서 신종 코로나바이러스 감염증 ( 코로나19 ) 신규 확진자가 676명 나왔다 . 이는 월요일 발생 기준 역대 최다 확진 기록이다 . 21일 질병관리청에 따르면 이날 0시 기준 서울 지역 코로나19 확진자 수는 전날보다 676명 증가한 9만2532명이다 . 하루 확진자 수는 전날 569명보다 107명 , 일주일 전인 13일 529명보다 147명 많다 . 신규 확진자 676명은 국내 발생 673명 , 해외 유입 3명이다 . 코로나19로 인한 사망자는 2명 추가돼 누적 620명이다 . """,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 서울 = 뉴시스 이재준 기자 = 일본에서 코로나19가 기승을 부리는 가운데 신규환자가 닷새째 2만명 넘게 발병하고 사망자는 42명이나 나왔다 . nhk와 지지 ( 時 事 ) 통신 등은 각 지방자치단체와 후생노동성의 발표를 집계한 결과 28일 들어 오후 10시5분까지 2만2750명이 코로나19에 새로 걸렸다고 전했다 . 도쿄도에서 가장 많은 3581명 , 오사카부 2641명 , 가나가와현 2378명 , 아이치현 1891명 , 사이타마현 1608명 , 지바현 1630명 , 효고현 1050명 , 후쿠오카현 953명 , 오키나와현 655명 , 교토부 540명 , 시즈오카현 603명 , 미에현 415명 , 홋카이도 457명 , 히로시마현 339명 , 군마현 367명 , 이바라키현 281명 , 구마모토현 259명 , 미야기현 184명 , 도치기현 206명 , 시가현 178명 , 오카야마현 210명 , 나라현 222명 , 가고시마 157명 , 오이타현 147명 , 미야자키현 184명 , 나가노현 101명 , 후쿠시마현 96명 등 감염자가 발생해 누계 확진자는 144만명을 넘었다 . 일일환자는 7월 1일 1753명 , 2일 1776명 , 3일 1879명 , 4일 1485명 , 5일 1029명 , 6일 1669명 , 7일 2189명 , 8일 2246명 , 9일 2275명 , 10일 2457명 , 11일 2031명 , 12일 1504명 , 13일 2385명 , 14일 3191명 , 15일 3417명 , 16일 3432명 , 17일 3885명 , 18일 3101명 , 19일 2328명 , 20일 3755명 , 21일 4942명 , 22일 5395명 , 23일 4225명 , 24일 3574명 , 25일 5017명 , 26일 4689명 , 27일 7629명 , 28일 9572명 , 29일 1만697명 , 30일 1만743명",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( 대구 = 뉴스1 ) 김홍철 기자 = 박완수 국민의힘 의원 ( 경남 창원사 의창구 ) 은 13일 국회 행정안전위원회의 국정감사에서 \ "" 코로나19 장기화에 따른 인력 확충 및 공무원 사기진작 대책 마련이 필요하다 \ "" 고 강조했다 . 박 의원이 대구시로부터 제출받은 자료에 따르면 지역 8개 구 · 군에는 수성구 4명 , 달서 · 북구 · 달성 · 남구 각 2명 , 동구 · 서구 · 남구 각 1명 등 25명의 역학조사관이 배치돼 있으나 중구에는 역학조사관이 없다 . 코로나19 관련 생활치료센터 운영과 임시생활시설 운영 등에 38명의 공무원이 지원활동 중이고 역학조사반 , 병상배정반 등에 실무수습 공무원도 16명이 지원 중이어서 총 54명의 공무원들이 추가 지원 중이다 . 자가격리자 관리는 구 · 군에서 수행하는 것으로 나타났다 . 박 의원은 \ "" 코로나19 장기화에 따른 과중한 업무로 어려움을 겪고 있는 보건소 인력 , 부족한 일손을 돕기 위해 투입된 지원 공무원들의 어려운 여건을 고려해 인력 충원과 공무원 사기함양 대책을 마련해야 할 것 \ "" 이라고 말했다 . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 광주 동구 ( 청장 임택 ) 는 코로나일상시대에 발맞춰 주민과 방문객들의 안전을 최우선으로 한 명실상부한 시민참여형 축제의 명성을 잇고자 대면 · 비대면을 병행해 [UNK] 제18회 추억의 충장축제 [UNK] 를 개최한다고 밝혔다 . 올해 충장축제는 [UNK] 힐링 yes 충장축제 [UNK] 를 주제로 오는 11월 3일부터 7일까지 5일간 7개 분야 , 15종의 프로그램을 혼합분산형 대면 · 비대면으로 병행 추진할 계획이다 . 모든 행사는 사회적 거리두기 방역지침을 철저히 준수한 가운데 추진될 계획이며 축제 방역 매뉴얼에 따라 ▲단계별 관람객 인원 제한 ▲방역 운영 부스 설치 ▲사전 예약제 시행 ▲관람객과 공연팀 입 · 퇴장 분리 운영 ▲출입 · 발열 체크 등 코로나19 확산 방지를 위한 철저한 대비책을 마련했다 . 대면 프로그램은 5 · 18민주광장 , 신서석로 , 국립아시아문화전당 ( acc ) 부설 주차장 , 용산체육공원 , 전일빌딩245 , 충장로 · 금남로 지하상가 등 동구 일원에서 진행된다 . 관객 집중형 프로그램을 과감히 배제한 충장축제 5대 시민참여형 프로그램은 ▲충장 텐트 공연예술제 ▲드라이브 인 추억 콘서트 ▲추억의 소울푸드 ▲필름 카메라 in 광주여행 ▲우리 마을 골목에서 즐기는 충장축제 등으로 축제 ᄇ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 미국에서 코로나19 델타 변이가 확산하는 가운데 백신을 맞지 않은 한 임신부가 코로나에 걸려 태아와 함께 숨지는 안타까운 일이 발생했습니다 . 현지시간 24일 뉴스위크 등에 따르면 미국 플로리다주 펜서콜라의 한 병원에서 근무하던 간호사 헤일리 리처드슨 ( 32 ) 은 임신 7개월째에 코로나에 감염됐다가 바깥세상 빛을 보지도 못한 아이와 함께 사망했습니다 . 태아 걱정에 백신을 맞지 않았던 리처드슨은 지난달 말 코로나 확진 판정을 받았습니다 . 리처드슨은 기저 질환자가 아니었지만 , 코로나 감염 이후 증상이 급속도로 악화하며 중환자실에 입원했고 3주 만에 사망했습니다 . 그의 남편 조던 리처드슨은 \ "" 아내가 둘째 아이 임신 계획을 세운 뒤 백신을 맞지 않았다 \ "" 며 \ "" 아내는 백신 접종이 태아에게 미칠 부작용을 걱정했었다 \ "" 고 전했습니다 . 이어 다른 사람들이 자신과 똑같은 고통을 겪지 않기를 바란다며 임신부들의 백신 접종을 당부했습니다 . 앞서 미국 질병통제예방센터 ( cdc ) 는 백신을 맞지 않은 임신부의 코로나 감염 사례가 급증하자 지난 11일 임신부의 백신 접종을 촉구하는 성명을 발표했습니다 . cdc는 임신 20주 전에 화이자 또는 모더나 백신을 1회 이상 접종한 여성의 유산율은",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
" "" 경기도 연천의 군부대에서 코로나19 백신 접종을 완료한 군인을 중심으로 집단감염이 발생한 가운데 확진자 대다수는 화이자 백신을 접종한 것으로 확인됐습니다 . 중앙방역대책본부는 참고자료를 통해 \ "" 연천 군부대에서 감염된 군인 대부분이 화이자 백신을 접종했다 \ "" 고 밝혔습니다 . 방대본은 \ "" 부대 내 집단생활을 통한 바이러스 노출이 영향을 미쳤을 것으로 추정된다 \ "" 며 \ "" 지표 환자 , 즉 첫 확진자의 감염 경로는 아직 조사 중 \ "" 이라고 설명했습니다 . 확진 판정을 받은 군인들은 생활치료센터로 이송될 예정입니다 . 이에 앞서 지난 1일 연천 육군 모 부대에서 최초 확진자가 발생한 이후 어제 오후까지 누적 46명의 확진자가 나왔습니다 . 최초 확진자를 포함한 41명은 백신별 접종 권고 횟수를 모두 맞고도 감염된 돌파감염 사례이며 , 나머지 5명은 1차 접종을 마친 것으로 확인됐습니다 . 최초 확진자는 지난달 16∼23일 청원휴가를 다녀온 중사이며 24일 부대에 복귀해 받은 1차 유전자증폭검사에서는 음성 판정을 받아 별도 격리 없이 생활했습니다 . 그러나 2차 검사 결과 뒤늦게 확진 판정을 받았고 , 밀접 접촉자로 분류된 다른 중사 1명이 추가로 확진됐습니다 . 이후 군이",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
" "" 이데일리 이영훈 기자 코로나19 신규 확진자가 2383명 발생한 27일 오후 서울 관악구 한 선별진료소에서 한 시민이 코로나19 검사를 받고 있다 . """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 이데일리 김정현 기자 문재인 대통령이 코로나19 백신 [UNK] 부스터샷 [UNK] 접종을 맞는다 . 백신 접종 뒤 6개월이 경과해야 한다는 점을 고려하면 내달 말경이나 그 이후가 될 것으로 보인다 . 청와대 핵심관계자는 30일 춘추관에서 기자들과 만나 [UNK] 60세 이상 고령층은 접종 후 6개월 경과자부터 순차적으로 부스터샷을 실시한다 [UNK] 며 [UNK] 문 대통령도 그 스케줄에 맞춰서 부스터샷을 맞겠다는 입장 [UNK] 이라고 밝혔다 . 문 대통령은 아스트라제네카 ( az ) 백신을 지난 3월 23일 1차로 , 4월 30일 2차로 접종한 바 있다 . 이를 고려했을 때 , 문 대통령이 부스터샷을 접종할 수 있는 날짜는 이르면 10월말이 된다 . 청와대 관계자는 [UNK] 10월 5일부터 부스터샷을 신청받아서 25일부터 접종을 실시하는데 , 대통령의 접종시기 등에 대해서는 차차 논의해 나갈 것 [UNK] 이라며 [UNK] 대통령의 부스터샷 접종이 접종률을 높이는 데 도움이 될 수 있을 것 [UNK] 이라고 내다봤다 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" ( 종합 ) , "" 2일까지 국내 인구 7명 중 1명 이상이 코로나19 ( covid - 19 ) 백신 1차 접종을 마쳤다 . 2차까지 완료된 비중은 절반을 넘었다 . 질병관리청에 따르면 2일 0시 기준 1차 접종 누적 인원은 3958만5265명으로 집계됐다 . 인구 대비 접종률은 77 . 1 % 로 나타났다 . 1차를 포함해 접종을 완료한 누적 인원은 2657만4685명으로 인구의 51 . 8 % 에 해당한다 . 얀센 백신은 한번에 접종이 완료되므로 1차 접종 통계에도 포함된다 . 접종 비중은 여성이 더 높았다 . 여성의 경우 1차 접종률이 77 . 7 % , 접종 완료 비율이 53 . 5 % 였다 . 남성은 이 숫자가 각각 76 . 5 % , 50 . 0 % 로 기록됐다 . 연령별로 보면 고연령 비중이 높았다 . 70대는 90 % 가 접종을 완료했다 . 60대가 88 . 4 % , 80세 이상이 80 . 1 % 로 뒤를 이었다 . 18 ~ 29세 접종 완료 비율은 37 . 1 % 로 낮았다 . 백신 접종률이 높아지고 있지만 이날도 신규 확진자가 속출했다 . 9일 넘게 신규 확진자가 2000명이 넘었다 . 88일 연속 네 자리 수 신규 확진 기록을 벗어나지 못했다 . 이날 0시 기준 코로나19 신규 확진자는 2248명으로 집계됐다 . 전날보다는 238명 감소했고 사상 최다 기록을 세웠던 일주일 전 같은 요일 ( 9월25일 ) 의 3271명보다는 1023명 줄었다 . 누적 확진자 수는 31만",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 서울경제,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 19일 국내 신종 코로나바이러스 감염증 ( 코로나19 ) 신규 확진자 수가 1900명대 초반을 기록했다 . 중앙방역대책본부 ( 방대본 ) 에 따르면 이날 0시 기준 신규 확진자는 1910명이다 . 누적 확진자 수는 28만5931명으로 늘었다 . 신규 확진자 수는 전날 ( 2087명 ) 보다 177명 줄었으나 , 토요일 확진자 ( 발표일 기준 일요일 ) 로는 역대 최다 기록이다 . 직전 주말 최다는 지난달 두번째주 토요일 ( 1816명 ) 이었다 . 이날 신규 확진자의 감염경로를 보면 지역발생이 1871명 , 해외유입이 39명이다 . 지난 7월 초 시작된 4차 대유행은 두 달 이상 이어지며 가라앉을 기미를 보이지 않고 있다 . 지난 13일부터 이날까지 최근 1주간 발생한 신규 확진자만 보면 일별로 1433명→1495명→2078명→1943명→2008명→2087명→1910명을 기록해 하루 최소 1400명 이상씩 나왔다 . 특히 지역 감염자 중 수도권 비중이 70 % 이상인 가운데 , 추석 연휴 대규모 인구 이동선을 따라 비수도권으로 확산세가 확대될 수 있다는 우려가 나온다 . """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( 인천공항 = 뉴스1 ) 이재명 기자 = 25일 오전 인천국제공항 제1여객터미널에 마련된 신종 코로나바이러스 감염증 ( 코로나19 ) 검사센터로 출국을 앞둔 시민들이 검체검사를 받기 위해 들어서고 있다 . 1터미널 검사센터는 오전 7시부터 오후 6시까지 운영하며 홈페이지 예약 후 이용할 수 있다 . 2021 . 8 . 25 / 뉴스1 """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 서울 = 뉴시스 김진아 기자 = 28일 오후 9시까지 최소 2579명이 전국에서 코로나19에 신규 확진된 것으로 집계됐다 . 방역 당국과 전국 지방자치단체 등에 따르면 이날 0시부터 오후 9시까지 집계된 전국 신규 확진자는 최소 2579명이다 . 이는 전날 같은 시간 대인 1830명보다 749명 , 추석 당일이었던 지난 21일 ( 1230명 ) 보다 1341명 많은 수치다 . 3시간 전인 오후 6시 기준 ( 2011명 ) 과 비교하면 500명 이상 많다 . 화요일 기준으로는 역다 최다 기록을 경신했다 . 종전까지 최다는 최종 집계 기준으로 지난 8월10일 ( 8월11일 0시 기준 ) 2221명이었다 . 해외 유입 확진자 통계가 빠져있고 집계를 마감하는 자정까지 시간이 남아있는 만큼 29일 0시 기준 발표될 신규 확진자 수는 이보다 더 늘어날 것으로 전망된다 . 하루 신규 확진자 수는 지난 7월7일 ( 1212명 ) 부터 이날까지 84일 연속 네자릿수를 이어가고 있다 . 시도별로는 서울에서 이날 오후 9시까지 1001명의 확진자가 나왔다 . 3시간 전인 6시 기준보다 423명 늘었다 . 경기와 인천에서는 각각 865명 , 154명이 신규 확진됐다 . 이로써 수도권이 2020명으로 전체 78 % 이상을 차지한다 . 비수도권에서의 신규 확진도 계속되고 있다 . 대구 110명 , 경남 88명 , 충북 76명 , 충남 55명 , 경북 52명 , 부산 51명 , 울산 28명 , 광주 · 대전 각 22명 , 강원 18명 , 전남 15명 , 전북 14명 , 제주 5명 , 세종 3명이 각각 확진됐다 ．",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 코로나19 신규 확진자가 1천명대 후반에서 2천명 초반대 발생이 이어지고 있는 10일 서울 서대문구 보건소에 마련된 선별검사소를 찾은 시민들이 검사를 받기 위해 대기하고 있다 . / 강진형 기자aymsdream @ """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 최근 외국인 코로나19 신규 확진자가 지속적으로 증가함에 따라 정부가 이들을 대상으로 백신 접종을 강화하기로 했다 . 1회로 접종이 완료되는 얀센 백신을 활용해 외국인 접종률을 높여나갈 계획이다 . 15일 중앙재난안전대책본부는 법무부 , 행정안전부 , 고용노동부와 [UNK] 추석 연휴 특별방역대책 기간 중 이동 · 모임 자제 및 코로나검사 · 백신접종 강화 대책 [UNK] 을 논의하고 이 같이 밝혔다 . """,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 경남 창원시가 10월 27일부터 12일간 마산해양신도시에서 제21회 마산국화축제를 개최한다 . 다만 안전한 축제 진행을 위해 도보 관람을 희망하는 관람객은 백신 접종 여부 확인을 거친 후 2차 접종자만 축제장 입장이 허용될 방침이다 . 올해 축제에는 ' 마창대교에서 바라본 희망 ' 이라는 대표작품을 비롯해 14개 테마 6700점의 국화 작품과 11만3300여점의 각종 화초류를 선보인다 . 또한 시는 축제장을 직접 방문하지 못하는 시민들을 위해 유튜브를 통한 개막행사는 물론 행사장 곳곳의 국화작품과 현황을 생중계한다 . 국화 체험키트 등 집에서 국화축제를 즐길 수 있는 다양한 프로그램도 마련할 예정이다 . 허성무 시장은 \ "" 이번 축제를 잘 준비해서 코로나19와 사투를 벌이고 있는 창원시민뿐만 아니라 전 국민이 삶의 위안과 용기 , 그리고 일상 회복에 대한 새로운 희망을 얻을 수 있도록 최선을 다하겠다 \ "" 고 말했다 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 이데일리 이영훈 기자 코로나19 예방 백신 1차 접종자 4천만명을 넘어서며 전 국민의 77 . 9 % 를 돌파한 가운데 12일 오후 서울 용산구 예방접종센터에서 한 시민이 백신을 맞하고 있다 . 코로나19 예방접종대응추진단에 따르면 11일 오후 4시 기준 국내 코로나19 예방접종 1차 접종자는 누적 4000만6549명을 기록했다 . 11일 0시까지 1차 누적 접종자 3992만3747명에서 8만2802명이 신규 접종을 받은 것이다 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 정부는 국내 신종 코로나바이러스 감염증 ( 코로나19 ) 확산세가 지속하면서 ' 사회적 거리두기 ' ( 수도권 4단계 , 비수도권 3단계 ) 가 한 달간 연장했다 . ? 다만 국내 백신 접종 속도가 높아지며 일부 방역 조치는 완화했다 . 6일부터 4단계인 수도권 지역은 식당 · 카페의 매장 ? 1시간 연장해 ? 오후 10시까지 영업이 가능하다 . 또한 백신 접종 완료자 포함해 최대 6명까지 허용했다 . 추석 연휴 전후 17일부터 23일까지 4단계 지역은 접종 완료자를 포함해 ? 8명까지 가정에서 모일 수 있다 . 3단계 지역은 접종 완료자 포함해 모든 시설에서 8명까지 모일 수 있다 . 문재인 대통령은 이날 수석보자관회의에서 \ "" 코로나 상황이 진정돼 나가면 방역과 일상을 조화시킬 수 있는 새로운 방역체계로의 점진적 전환을 모색할 수 있을 것 \ "" 이라며 ? ' 위드 코로나 ' ( with corona ) 에 대한 의지를 ? 드러냈다 . 위드 코로나란 , 꼭 필요한 방역 수칙을 지키면서 코로나19 이전의 일상을 회복하는 것을 의미한다 . 문 대통령은 \ "" 정부는 불가피한 선택으로 고강도 방역조치를 연장하고 있지만 , 최대한 빨리 일상을 회복해야 한다는 목표에 대해 한마음을 갖고 있다 \ "" 며 \ "" 백신 접종률이 높아지는 대로 백신 접종 완료자들에 대한 인원 제한을 완화하는 등 앞으로 점점 더 ( 자영업 ) 영업 정상화의 길",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
