text,확진자수_pred,확진자수_gt,완치자수_pred,완치자수_gt,사망여부_pred,사망여부_gt,집단감염_pred,집단감염_gt,백신관련_pred,백신관련_gt,방역지침_pred,방역지침_gt,경제지원_pred,경제지원_gt,마스크_pred,마스크_gt,국제기구_pred,국제기구_gt,병원관련_pred,병원관련_gt
" "" the japanese government is coordinating the corona 19 emergency , which was issued in the metropolitan area , the yomiuri shimbun and the mainichi shimbun reported on the 5th . han corona 19 ( shinjong corona virus infection ) was issued , and the date of issuance was until 12th . it is said to be highly likely to be done . the extension is determined at the corona 19 countermeasures headquarters , which will be held in the middle of this week . there is a decline in corona 19 - day confirmation in japan , but the bed pressure is still severe . """,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
" "" ( seoul = news1 ) designer lee ji - won = according to the korea centers for disease control and prevention , at 0 o ' clock on the day , the domestic corona 19 cumulative confirmed number was 27 , 127 , an increase of 1865 . including the number of reports ) , 656 people in seoul ( 3 overseas ) , 560 in gyeonggi ( 13 overseas ) , 131 in incheon ( 1 overseas ) , 92 in chungnam , 65 in daejeon , and 42 in daegu ( 3 overseas ) 36 people in gyeongnam ( 2 overseas ) , 35 in busan , 33 people in gangwon ( 1 overseas ) , 33 people in gyeongbuk ( 1 overseas ) , 29 in ulsan ( 2 overseas ) , 29 people in chungbuk ( 1 overseas ) , there are 24 jeonnam ( 1 overseas ) , 21 gwangju , 15 jeonbuk ( 2 overseas ) , 9 people in sejong , 6 in jeju , and 19 quarantine courses . """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" anchor , "" 88 members were confirmed in a church in asan , chungnam . it was a church with a total of 100 members . i ' m a reporter . there is also an alternative school with 20 students . more than 80 % of the 106 members have been infected . the authorities have introduced a quick response team to find the path of infection . i ' m anxious that i heard it . ( corona ) if it takes hard , i don ' t listen to it , so i thought it would be scolded . i [UNK] . \ "" in the asan area , the third stage of the distance is allowed to worship up to 20 % of the number of religious facilities . i am investigating . we plan to strengthen the management of facility .",1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
" "" on the afternoon of the 13th , the corona 19 temporary selection clinic was located in front of dong - seoul terminal in gwangjin - gu , seoul . an additional screening inspection center will be operated at some rest areas , railway stations , and terminals for chuseok special countermeasures .",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
" seoul economy and seoul economics , "" the number of lawsuits filed in court continued to increase even in the spread of corona 19 . among these cases , the increase in juvenile protection cases was clear . according to the number of lawsuits filed in court in 2020 , 667 , 233 cases , up 0 . 68 % ( 43 , 889 cases ) from 2019 ( 663 , 344 ) , of which 482 , 616 cases were civil and household cases , respectively . it was 1 . 49 % ( 7 , 965 ) and 0 . 06 % ( 98 cases ) to 17 , 671 cases , while criminal cases recorded 151 , 109 cases , down 1 . 61 % ( 24 , 859 cases ) from 2019 ( 154 , 968 cases ) in 2019 ( 154 , 968 ) the prosecution ' s direct investigation is interpreted . in terms of the number of cases of the population , there were 18 civil capital cases per 1 , 000 population , and five criminal cases were cases . the number of trials has risen , the juvenile protection case was 38 , 590 cases , an increase of 5 . 51 % from the previous year . as the supreme court , 25 , 579 , which was 66 . 8 % of last year ' s juvenile protection cases , was protected . contrary to the concern for covidivorce ( corona virus + divorce ) , the divorce case was 33 , 277 cases , down 5 . 54 % from the previous year ( 35 , 228 cases ) . according to the last year , 674 patent litigation , 22 , 000 , and 08 cases were filed with electronic litigation . it was received by electronic litigation . the judicial year is a summary of the status of human and physical organizations , judicial administrative operations , and major statistics of the case .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" [UNK] gyeonggi - do said on the 4th that 580 people were confirmed in the tokyo during the three - day day . the occurrence of 500 to 600 people a day for four days a day . 293 people ( 50 . 5 % ) and 237 ( 40 . 9 % ) confirmed patients were investigating the path of infection . the utilization rate of the hospital treatment in the province , which combines severe patient beds , was 80 . 4 % , lower than 81 . 6 % the day before , of which 125 out of 225 ( 55 . 6 % ) were lower than the previous day ( 57 . 8 % ) . the 11 utilization rates were also lower than 81 . 9 % the day before , reaching 79 . 6 % . the new group infection was confirmed at the goyang regional logistics center and bucheon regional hospital . in the goyang logistics center , one employee was confirmed on the 29th of last month . 13 employees were confirmed . in bucheon city , 14 employees , 8 patients , and 2 family members were confirmed for eight days until the day before one patient was confirmed on the 27th of last month . one person has increased and the cumulative 755 people . """,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
" "" in order to prevent the spread of the new corona virus and infection ( corona 19 ) , the social distance ( 4 stages of the metropolitan area , the third stage of the non - capital region ) is extended for two weeks from today . contrary to the expectation that regulations on cafes and private meetings will be eased , only partial restrictions such as weddings and stone feasts have been eased , but vaccination rates have risen considerably , but the proliferation is still not decreased . it seems that the speed control is likely to prevent the trend before entering the stage of daily restoration . the social distance stages will be extended for two weeks from 0 o ' clock on october 4th to october 17th at 12 : 00 . "" prior to the adjustment of the distance , it was discussed with the relief of private meetings and the operation time of restaurants and cafes . this is because the people ' s fatigue and high - strength defense measures due to the prolonged distance have been caused by the damage of self - employed workers and small business owners , and the government should consider social acceptability of the government ' s countermeasures . the expectation was great for the dramatic easing . """,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
" "" seoul = newsis reporter lee jae - jun = in taiwan , where corona 19 has spread rapidly since mid - may , seven new patients have increased from the previous day , and the deaths came out again in one day . according to china ' s times , the central pandemic commander , the 19th headquarters of corona , announced that one person was found in taiwan and six people from abroad were introduced in taiwan . the patients are three men , three women , and their age are in their ages and 50s , and in the uk , three people , cambodia , the united states , and one in cambodia , the united states , and myanmar , which has increased to 1 , 6159 people in taiwan . inside , there are 14 , 578 people , 1527 foreign inflows , 36 friendly fleets , 2 aircraft , 1 unknown , and 14 of the survey . the corona patients are less than 100 on may 10 and explode for four months and one week after four months increased by this day , it has increased by nearly 1 , 6070 people , and the command center said that one of the 19 patients with corona has died , with 841 deaths , 12 of which are foreigners . he has faithfully fulfilled his personal protection measures such as wearing masks , refrains from unnecessary movement , activities , and rally , and does not go to a place where crowds are crowded or high - infections . [UNK]",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
" "" ( seoul = news1 ) reporter lee young - sung = central countermeasures headquarters on the 4th afternoon of the new corona virus infection ( corona 19 ) special briefing . """,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
" "" ( seongnam = yonhap news ) reporter choi chan - heung = seongnam - si , gyeonggi - do , administratively administered an indoor sports facility , pc room , and entertainment workers to prevent diagnostic examination by the 5th of next month to prevent the spread of the new corona virus infection ( corona 19 ) on the 23rd . the order was ordered : more than 970 indoor sports facilities such as the gym and sports stamps , and 380 pc rooms and game rooms , with 4 , 500 prosecutors . "" 52 people have occurred , and the rate of confirmation of the age of 10 - 30 has increased , resulting in an administrative order for three multi - use facilities . "" the following fine is imposed . "" , chan @ yna . co . kr",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
" "" ( chuncheon = yonhap news ) reporter yang ji - woong = shinjong corona virus infection ( corona 19 ) is spreading on the three days , especially in the center of gangwon , etc . , including chuncheon , wonju , and gangneung . a total of 33 people were newly occurred in six cities , including 16 gangneung , 8 chuncheon , 5 wonju , 2 east sea , and 1 in hongcheon and cheorwon . it was confirmed that it was infected by the same colleague , and four students were confirmed at chuncheon a university , two of which were in contact with the confirmed the metropolitan area . wonju 1191 confirmed was recently found to be an infection related to karaoke with n car infection . more than 700 tests were conducted , and in cheorwon , one military executive was confirmed to be positive in the prosecutor after returning vacation . four close contacts were judged to be negative . 14 of the confirmed candidates were closely contacted and eight were self - priced . it was found that people visited the selective clinic by showing symptoms such as cough , chills , and muscle pain , and 5 , 573 cumulative confirmed coronas in the province were 5 , 573 . it was 68 % of 7 , 758 people , 95 , 117 people . among them , 58 , 43 ( 41 . 6 % ) completed the second inoculation . "" , yangdoo @ yna . co . kr",1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) reporter kwon young - mi , reporter kang seung - ji = on the 22nd of the chuseok holiday , the new corona virus infection ( corona 19 ) confirmed , with 1720 , 9 people , but 1 , 700 people on the second day . more than 1 , 300 people and more than 77 % of the proportion of the metropolitan corona 19 4th trend were still and so on , but the proliferation has not been further faded , but good news about vaccines in new york has been delivered . he invested 62 . 1 billion won to establish a production facility such as high value - added cell culture bags in korea . the centers for disease control and prevention said that the corona 19 new confirmed person occurred at 0 o ' clock on the 22nd , and it was reduced by 9 from the 1729 people recorded the day before , but it was still 1 , 700 even during the chuseok holiday . compared to the 2078 , which was recorded on the 15th , the number of confirmed confirance was 29 , 983 . the number of deaths was 29 , 983 . the cumulative deaths were 2419 and the fatal rate was 0 . 83 % . there were 1703 cases of regional occurrences and 17 people overseas , with 1826 . 6 daily occurrences for one week . it is 77 . 2 % compared to 1399 . 4 people in the metropolitan area . the number of non - capital areas confirmed by 389 , accounting for 22 . 8 % of the nation . the new confirmation trend as of 0 o ' clock is recently from september 9 to 22 for two weeks , 2049 → 1892 → 1864 → 1755 → 1433 → 1495 → 2078 → 1943 → 2008 → 2087 → 1910 → 1605 → 1729 → 1720 people . → 1857 → 1815 → 1725 → 1409 → 1462 → 2055 → 1921 → 1973 → 2047 → 1871 → 1577 → 1697 → 1703 . the regional status of 1720 new confirmers ( 17 overseas ) is 644 in seoul ( 3 overseas ) , 38 in busan , 41 in daegu , 148 in incheon ( 3 overseas ) , 40 gwangju , 16 daejeon , ulsan 20 sejong 4 people , 529 people in gyeonggi ( 1 overseas ) , 33 in gangwon , 27 people in chungbuk ( 1 overseas ) , 62 people in chungnam ( 1 overseas ) , 26 jeonbuk , 23 jeonnam , and 28 in gyeongbuk ( overseas 1 person ) ,",1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" e - daily park kyung - hoon reporter corona 19 vaccination response team said that as of 0 o ' clock on the 10th , 43 , 8346 people were vaccinated and completed the first inoculation for a total of 3214 , 9176 people . the first inoculation rate is 62 . 6 % . the number of finished ( secondary vaccinations ) is 29 , 902 , cumulative 1 , 19 , 6809 , 37 . 8 % . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" new delhi ( india ) = xinhua / newsis yoo se - jin = india ' s corona 19 is now entering the regional endemic stage , which is now low or intermediate . ) on the 24th , swaminatan said in an interview with the local news portal ' the wire ' in india . "" i can ' t find the same geometric proliferation and vertex . "" in the climate stage , people learn to live with the virus . it is very different from the epidemic stage where the virus overwhelms people . she \ "" the same thing seems to be happening due to the heterogeneity of different immunity by the large population and region of india . there may be ups and downs depending on the population , but the situation is very likely to continue in this way . "" india has suffered a scary corona 19th wave in april - may . \ "" by the end of 2022 , if 70 % of the people are vaccinated , india will be able to return to normal . "" it is very unlikely to get sick and emphasized that it is desirable to prepare for more children ' s infections , but it is not necessary to fall into panic . """,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
" "" seoul = newsis reporter jung byung - hyuk = citizens who visited the vaccination center at the buk - ah prefecture culture and sports center in seodaemun - gu , seoul on the 8th are receiving vaccinations . it is more than 61 % of the population , and it is expected to exceed 70 % of the government ' s goal by the 19th . please send a photo or video that is determined to be value or topicality to the newsis photo video department ( n - photo @ newsis . com ) and we will actively reflect it . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" while the good news of the treatment of treatments related to corona 19 was delivered , dr . anthony pouch , an american epidemic authority , said that even if the drug was approved , the vaccine was needed . on the day , he appeared on the abc broadcast and asked , "" if the treatment is approved , the vaccine is unnecessary . "" merck & company ( msd ) has lowered 50 % of the possibility of hospitalization in the 3rd clinical trial against 775 corona patients in the oral antiviral drug ' moluffy lavir ' on the 1st of the infection of or intermediate symptoms . he announced that it was effective for treating corona , and only 7 . 3 % of the drugs were admitted to the hospital in corona within 29 days , but 14 . 1 % of the placebo doses were hospitalized or died . he explained that eight people died . accordingly , msd said he would apply for an emergency approval for the drug to the us authorities . the easiest way to go to the hospital and not die is not to be infected , "" he said . if the dead had been hit by the vaccine , he would have been able to avoid death . the food and drug administration ( fda ) said it will review the emergency approval as soon as possible . meanwhile , according to the us johns hopkins university , the united states exceeded 700 , 000 corona 19 deaths the day before . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" it was strengthened by revealing that kukdong confirmed the treatment effect of the substance under development as a treatment for the new corona virus infection ( corona 19 ) . the expectation for the corona 19 treatment agent has a positive effect on the stock price . the transaction was completed at 3205 won , up 21 . 17 % ( 560 won ) . as a result of the effect of the corona 19 treatment candidate ' ct101 ' , the candidate is effective in suppressing the long - term damage caused by infection . it was confirmed that the effect of the effect was conducted by the ministry of food and drug safety as a complement to submitting the effect of the effect of the in vivo when the kukdong applied for phase iii clinical trials of the ct101 . it has been proved . after infecting the corona 19 virus after the hamster , the ct101 is killed to compare the inflammatory levels of the lungs infected in corona 19 . as a result of the test , the lung damage is about 50 than the hamsters who have not killed the candidate . it was confirmed that it was suppressed . based on the results , kuk - dong wrote a clinical trial plan , and submitted a response to the kfda ' s complement to the corona 19 clinical trials . it is a substance that has been established with safety experience with pediatric experience , [UNK] he said . it is a domestic distribution company that has entered the biotechnology sector , and has been developing new drugs in cooperation with humap and setroi with its original technology and patent . we are conducting research and development of macular degeneration treatment new drug candidates . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" japanese prime minister suga yoshihide , who is soon withdrawal , said that he was not allowed to run the next liberal democratic party ' s election to cope with the new corona virus infection ( corona 19 ) . it was difficult , according to local media such as the mainichi shimbun , suga held a press conference after the corona 19 countermeasures headquarters , revealing a small meeting related to retirement . "" i can ' t be compatible with it , "" he said . "" i want to do my best to prevent the expansion of infection . "" i believe it was not . "" here , "" here , "" a year was too short to do everything \ "" \ "" \ "" \ "" he added , suga said , [UNK] ( in the former presidential election ) i expressed my candidacy when i was a minister of the liberal democratic party during the leadership of the liberal democratic party while ling the vaccination of vaccination . [UNK] he was dull , but he spoke about two minutes in relation to his retirement and \ "" i will hold a press conference again next week . """,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
" "" el al - alto = ap / newsis on the 16th ( local time ) bolivia el al - alto is returning to the inoculation office after completing the opening ceremony of the corona 19 visit visit . 2021 . 09 . 17 . the sympathetic media newsis is waiting for your valuable report . if you send a photo or video that is believed to have news value or topic to the newsis photo video department ( n - photo @ newsis . com ) , it will actively reflect i ' ll do it . """,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) reporter cho tae - hyung = on the 10th , at the temporary screening test at seoul station square in jung - gu , seoul , citizens are undergoing a new corona virus infection ( corona 19 ) . 2021 . 9 . 10 / news 1 """,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" the procedure for applying for the corona win - win national assistance fund is not available in starbucks , department store , and large mart . you can search for national subsidies on the website of the corporation and the app . the applicant can choose a means of paying credit cards , check cards , prepaid cards , and local love gift certificates . you can apply online through the app , and from the 13th , you can apply for offline at the bank linked with the card . on this day , the first day of application , you can apply if the end of the birth is 1 or 6 among the people who are subject to payment . 0 is 10 days . on weekends , anyone can be used by anyone in the birth year . this was possible , but the national subsidies are different . there is a typical traditional market , local supermarket , restaurant , beauty salon , pharmacy , optician , clothing store , academy , hospital , franchise merchants ( convenience stores , bakery , cafes , chicken restaurants , etc . ) . this is possible , but the franchise coffee shop starbucks is operated only as a direct store , so it cannot be used . large stores , large delivery apps , online malls , and home shopping i can ' t . delivery apps such as the nation of delivery and yogiyo are not available , but they can be used when paying on site with a restaurant ' s own terminal . meanwhile , national subsidies can be spent for about four months by december 31st . the balance that is not used in it is returned to the state and local governments . """,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
" "" the number of new confirmers on the 22nd was the first 1 , 700 units in the midst of the spread of the new corona virus infection ( corona 19 ) in korea . he said he was 1720 , the cumulative number of confirmed confirmed was 29 , 983 . it decreased 9 than the previous day ( 1729 ) , but recorded 1700 units for two consecutive days . unlike the recent weekly patterns of more than 2000 people , the size of the confirmed person has decreased slightly . however , it is difficult to see that the spread of the proliferation has fallen because it reflects the effect of reduced the number of chuseok holidays . since the chuseok holiday , the nationwide reconfirmation is feared , and the health authorities are paying close attention to the possibility of expanding the proliferation of the metropolitan area to the province . there are 17 foreign inflows , and more than 1 , 000 confirmed people have emerged from the metropolitan area , including 644 in seoul , 529 in gyeonggi , and 148 in incheon . the 4th daeyu , which began in early july , has been in full swing for over two months and has not been calmed down . the new confirmation , which occurred in the last week from the 16th to the day , recorded 1942 → 2008 → 2087 → 1909 → 1604 → 1729 → 1720 .",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" lotte , shinsegae , hyundai , and galleria department store will enter the regular sale from the 1st to the 17th of next month . in anticipation of various discount events , there are also places that offer food and beverage discounts for vaccines . the event will be issued to issue a ' 10 % priest event coupon ' that offers 10 , 000 won of gift certificates . in 11 - 17 , the event is presented to 50 , 000 people on a first - come , first - served basis for the use of restaurants and food halls . it was planned . shinsegae department store has a variety of fun to feel italy ' s local feels at the department store for a thirst for overseas travel . a total of 40 brands and products have been gathered in one place . hyundai department store will receive a gift certificate of 7 - 10 % for each purchase amount when you buy beauty and fashion products with a high proportion of mz ( millennials and z ) generations . the benefits are greater than the existing gift certificate presentation ( 5 % ) . this is a representative . """,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" "" there are six more confirmed coronas in the military . the ministry of defense said that the cumulative confirmation has increased to 1 , 639 by adding six corona 19 confirmed candidates as of 10 am today ( 4th ) . army officers and soldiers , naval officers in jinhae , gyeongnam , one army soldier in pocheon and goyang , gyeonggi - do , and army military officers in asan , chungnam . two weeks later , it has been identified as a breakthrough infection . there are 85 cases of breakthrough infections confirmed so far . photo source : yonhap news · getty image """,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
" "" ( cheongju = news1 ) reporter jang soo - young = medical staff are vaccinating at bestian hospital in osong - eup , cheongju - si , chungcheongbuk - do , when booster shots ( additional vaccinations ) began for the workers of corona 19 treatment hospital . 2021 . 10 . 12 / news 1 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the opening of the cheonan heung taryeong dance festival 2021 , a representative festival in cheonan , chungcheongnam - do , has come ahead . the city is the first to hold online and offline at the same time . the cultural foundation has been struggling to hold the cheonan heungtayeong dance festival this year , which has already been canceled once last year due to the spread of the new corona 19 virus infection ( corona 19 ) , and other local governments have canceled autumn festivals . asan city canceled the ' sungwoong yi soon festival ' and seosan city canceled the seosan haemi - eup castle festival , seosan citizens ' sports competition ' the festival and buyeo - gun ' s ' seodong lotus festival ' have been canceled this year , but cheonan has threw a game to switch to a new festival in the post corona era instead of canceling the heungtayeong dance festival this year . the cheonan heung taryeong dance festival 2021 , which is going to work until work , is operated as a non - face - to - face automobile performance hall with the online live broadcast of all programs . the online program is broadcast in real time using youtube , etc . in particular , the opening ceremony using the emerging meta buses will also be held , especially in the automotive performance hall , the only way to try at the domestic festival , which makes it possible to feel the liveliness of the site and to distance it from others . only 150 vehicles per day are entered , and the vehicle ' s gate installation , heating check , wearing masks , and electronic access lists are followed . the city is showing confidence in offline performances using vehicles . the children ' s day event was already conducted in may in a similar drive - through method . the automobile venue used it was safely piloted and prepared . this year , the cheonan heungta - ryeong dance festival is showing high intention to participate , with 4 , 000 teams of 423 teams in 51 countries . in addition , all automotive venues in major programs , including the opening and closing ceremony , were completed . an official of the cheonan cultural foundation said , "" it is true that there is a concern about the festival in the spread of the corona 19 spread . "" . \ "" i could see how much citizens have been thirsty for the festival even if they look at the pre - booking rate of 4 , 000 participants and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
" "" ( seoul = yonhap news ) reporter park kyu - ri = shinjong corona virus infection ( corona 19 ) secondary vaccine in the 18 - 49 year , the number of corona 19 - year - old vaccinations is rapidly increasing . there is also a prospect that 70 % of the inoculation completion rate to the population can be achieved faster than expected . as of 0 o ' clock , the number of vaccinations was 59 , 230 people . there are 5 , 315 people . the number of astrazeneca vaccinations was 32 , 434 , but 7 , 119 were those who hit the astrazeneca vaccine at the first vaccination and crossed the second vaccination as a pale and vaccine . the cumulative vaccination completion has increased to 3 , 200 , 900 people as of 0 o ' clock on the day , which is 60 . 8 % of the total population ( 5 , 14 , 116 people as of december last year ) . the inoculation completion rate is 70 . 7 % . the rest is janssen inoculation . in terms of gender vaccination , women ( 62 . 5 % ) are higher than men ( 59 . 1 % ) . 90 . 9 % , 80 . 8 % of 80 years old and 80 . 8 % . there are 10 , 897 people who have been inoculated , with 8 , 955 new first vaccinations by vaccine type , 18 , 577 pfizers , 2 , 19 jansen , and 346 astrazeneca . the primary vaccination is cumulative 412 , 000 it is 5 , 204 , which is 78 . 1 % of the population , and 90 . 9 % of the population aged 18 or older . the cumulative primary vaccinations are 2 , 129 , 242 people , 1 , 197 , 450 astrazeneca , and 627 , 659 people . jansen vaccine cumulative vaccines are 1 , 146 , 853 . the person who is hit by the jansen vaccine , which ends only with a single vaccination , reflects both in the first and second inoculation numbers . currently , in korea , four vaccines are being vaccinated with four vaccines : astrazeneca , pfizer , jansen , and modera . as of 0 o ' clock on the day , the vaccine remaining in korea totaled 18 , 141 , 800 times . by vaccine , they were 95",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) reporter roh min - ho = recently , six new corona virus infections ( corona 19 ) were reported in the military . it was said that it was aggregated , and 48 cases were treated and managed , and 1649 cases were cured . among them , three air force soldiers in gangneung were judged to be positive as a result of the corona 19 diagnostic inspection following the confirmed contact in the unit . one army executive in gangwon goseong was determined to confirm the results of the diagnostic inspection according to the civilian confirmed contact . i said .",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" financial news , "" new york city , usa mandated the vaccination of the new corona virus infection ( corona 19 ) of public school teachers and employees on the 23rd ( local time ) . it is the first mandatory case after the entire approval of han corona 19 vaccination . according to foreign media such as the associated press , new york city decided to mandate all vaccines for the new public school staff next month , as the fans of the fans of the fans are rising as the infected delta is spreading . the city ' s public school is the largest in the united states , and about 1 million students will be attended during the new school year . online class options were also excluded . i have submitted the corona 19 prosecutor ' s results on a week , but as the fda approved the vaccine , it has now decided to mandate other optional vaccines . all 148 , 000 people , including employees , must finish their first vaccination by september 27 . more than 63 % of new york city ' s public school staff have already hit the vaccine . it has not yet been stated that it will be rejected . however , when the vaccine was hit earlier or the test was decided every week , it would be unpaid vacation if it would not respond . there may be many exceptions , including those who can ' t hit the vaccine for reasons , and argued that negotiations and agreements should be made first between the union and new york city . it was nailed that the application of the regulations would be enforced from the day . lost . in addition to new york city , other local governments are more likely to participate in the ranks of vaccinations based on the fda approval results . currently , california los angeles ( la ) and illinois chicago are inoculated with vaccines or submitting the corona 19 test results every week . both are the second largest public schools in the united states after new york city . new jersey also took the same measure on the 23rd . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) reporter lee sung - cheol = citizens are waiting for inspection at the temporary screening clinic in seoul station , jung - gu , seoul . it said that 1433 people occurred . the number of people decreased by 322 compared to 1755 the day before the decrease in weekend diagnostic inspections . 2021 . 9 . 13 / news 1 """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" kbs jeonju anchor colona 19 , which has become an essential manpower for kbs , is paradoxically that the labor environment and the quality of life have fallen due to corona 19 . is there any alternative ? corona 19 . care workers who worsened the environment also showed that the quality of jobs has worsened since the spread of corona 19 . first of all , the average number of patients cared for a week before corona 19 said that the average income was reduced even though the average number of patients increased a week before 19 . the home manager , which has been reduced in working hours , has reduced the average monthly income by 20 percent . because of the fact that care labor is mainly faced , 36 percent of the respondents and 28 percent of household managers have been cut off after corona 19 . in the same context , the percentage of job stability was 54 percent , 44 percent of household managers . in addition to the disaster support paid to all citizens , we did not benefit from the support targets . chairman : \ "" if the four major insurance is measured according to the lyrics workers act , the local governments and the government will need support . \ "" there is a task that is shortened . this is kbs news park woong . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( cheongju = news1 ) um ki - chan reporter = 42 more confirmed by the new corona virus infection ( corona 19 ) in chungbuk . from 0 : 00 to 11 am , 42 people , including 27 cheongju , 8 chungju , 5 voice , and 2 jecheon , were confirmed for corona . there are four people ( 7 symptoms , 1 pre - preemptive inspection ) , and 4 inflow of tashido ( seoul , pyeongtaek , uijeongbu , yeongwol ) . there were 10 confirmers related to religious gatherings ( 17 cumulative 17 ) . in the negative , the first infection was confirmed the day before , and two confirmed satellite an tena manufacturers ( 12 cumulative 12 ) were added . all 12 foreigners were confirmed . the corona 19 cumulative confirmation in chungbuk was added to 6729 . 79 people were killed until the day before , and 6011 were cure . """,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
" "" gwangju = newssis ryu hyung - geun reporter = 23 people were added to corona 19 through foreign preemptive inspections in gwangju . in jeonnam , one self - contained person was infected . there are 23 gwangju and 1 jeonnam infected , and gwangju is registered as 4241 ~ 4263 and jeonnam 2692 confirmed . it was confirmed in relation . the foreign preemptive inspection , which has been conducted since the 16th , has been added with five people , including family and acquaintances . it has increased to 14 from the 3rd to this day , with a total of 28 people in the mining district logistics center , and a total of 28 people were confirmed through inspection during the containment . one person , one prosecutor , and one prosecutor were confirmed in jeonnam . in order to prevent it , jeonnam province , the doe , the suncheon and gwangyang public health center will hold a countermeasure council on the same day and jointly cooperate if the confirmed person occurs . an official from the authorities said , "" the recent cases of foreign infections are continuing . """,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" e - daily choi jung - hoon , reporter kim bu - gyeom , presided over the corona 19 central disaster safety response headquarters at the seoul government office on the 14th . nearly 80 % of the average confirmed per day is coming from the metropolitan area . the authorities and local governments will focus on all defense capacity before the national movement is in full swing . """,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
" "" the corona 19 new confirmation , which occurred nationwide until 9 o ' clock last night ( 29th ) , was estimated at 1 , 273 people , which was 201 less than the same time . it is expected to record around 1 , 500 people , and the metropolitan area , including 420 people in local seoul , 299 in gyeonggi , and 63 in incheon , accounted for 61 . 4 % of the total , with 85 daegu , 60 chungnam , and 57 in busan . there are confirmed candidates in 17 attempts nationwide , with 491 non - capital confirmed confirmation . [UNK]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
