keywords,tf_tc1,tf_t1,ctfidf1,tf_tc2,tf_t2,ctfidf2,tf_tc3,tf_t3,ctfidf3,relative_tf_tc1,relative_tf_tc3,relative_tc_t,,,,relative_A
tense,15,274,156.5804553,196,274,2045.984615,26,274,271.4061225,0.348837209,0.198473282,0.547310492,,,,
barrel,13,273,135.7505919,167,273,1743.872988,39,273,407.2517757,0.302325581,0.297709924,0.600035505,,,,
sap,13,273,135.7505919,185,273,1931.835346,39,273,407.2517757,0.302325581,0.297709924,0.600035505,,,,
galvanize,12,273,125.3082387,183,273,1910.95064,31,273,323.7129499,0.279069767,0.236641221,0.515710989,,,,
spar,11,273,114.8658854,189,273,1973.604759,32,273,334.1553031,0.255813953,0.244274809,0.500088763,,,,
accent,9,273,93.981179,166,273,1733.430635,32,273,334.1553031,0.209302326,0.244274809,0.453577135,,,,
neuter,14,272,146.2443198,183,272,1911.62218,30,272,313.3806853,0.325581395,0.229007634,0.554589029,,,,
impersonate,13,272,135.798297,193,272,2016.082409,29,272,302.9346625,0.302325581,0.221374046,0.523699627,,,,
recoup,11,272,114.9062513,172,272,1796.715929,49,272,511.8551194,0.255813953,0.374045802,0.629859755,,,,
espouse,10,272,104.4602284,180,272,1880.284112,32,272,334.272731,0.23255814,0.244274809,0.476832949,,,,
shadow,9,272,94.0142056,180,272,1880.284112,21,272,219.3664797,0.209302326,0.160305344,0.369607669,,,,
restock,7,272,73.12215991,177,272,1848.946043,54,272,564.0852336,0.162790698,0.41221374,0.575004438,,,,
subtract,16,271,167.1952957,189,271,1974.994431,27,271,282.1420615,0.372093023,0.20610687,0.578199893,,,,
phd,12,271,125.3964718,203,271,2121.290314,21,271,219.4438256,0.279069767,0.160305344,0.439375111,,,,
butt,11,271,114.9467658,177,271,1849.597959,22,271,229.8935316,0.255813953,0.167938931,0.423752885,,,,
disarm,6,271,62.6982359,181,271,1891.396783,20,271,208.9941197,0.139534884,0.152671756,0.292206639,,,,
pattern,11,270,114.9874301,180,270,1881.612493,31,270,324.0554849,0.255813953,0.236641221,0.492455175,,,,
triumph,8,270,83.6272219,187,270,1954.786312,28,270,292.6952767,0.186046512,0.213740458,0.39978697,,,,
critique,17,269,177.7709246,169,269,1767.252133,35,269,365.9989624,0.395348837,0.267175573,0.66252441,,,,
deduct,11,269,115.0282453,187,269,1955.48017,30,269,313.7133963,0.255813953,0.229007634,0.484821587,,,,
puke,9,269,94.11401889,189,269,1976.394397,15,269,156.8566982,0.209302326,0.114503817,0.323806142,,,,
sizzle,6,269,62.74267926,200,269,2091.422642,28,269,292.7991699,0.139534884,0.213740458,0.353275342,,,,
squint,11,268,115.0692125,194,268,2029.402475,16,268,167.3734,0.255813953,0.122137405,0.377951358,,,,
bribe,4,268,41.84335001,185,268,1935.254938,22,268,230.1384251,0.093023256,0.167938931,0.260962187,,,,
hz,17,267,177.8977872,180,267,1883.623629,26,267,272.0789687,0.395348837,0.198473282,0.59382212,,,,
gesture,10,267,104.6457572,185,267,1935.946508,29,267,303.4726958,0.23255814,0.221374046,0.453932185,,,,
recapture,7,267,73.25203002,183,267,1915.017356,35,267,366.2601501,0.162790698,0.267175573,0.42996627,,,,
tote,7,267,73.25203002,171,267,1789.442448,35,267,366.2601501,0.162790698,0.267175573,0.42996627,,,,
duck,7,267,73.25203002,183,267,1915.017356,32,267,334.866423,0.162790698,0.244274809,0.407065507,,,,
disparage,7,267,73.25203002,201,267,2103.379719,31,267,324.4018472,0.162790698,0.236641221,0.399431919,,,,
dull,6,267,62.78745431,168,267,1758.048721,45,267,470.9059073,0.139534884,0.34351145,0.483046334,,,,
weaponize,23,266,240.7715431,175,266,1831.957393,29,266,303.5815109,0.534883721,0.221374046,0.756257767,,,,
incriminate,17,266,177.9615753,167,266,1748.210769,36,266,376.8598066,0.395348837,0.27480916,0.670157998,,,,
forfeit,12,266,125.6199355,176,266,1842.425721,35,266,366.3914786,0.279069767,0.267175573,0.54624534,,,,
gratify,4,266,41.87331184,188,266,1968.045657,26,266,272.176527,0.093023256,0.198473282,0.291496538,,,,
publicise,16,265,167.5535094,165,265,1727.895566,26,265,272.2744527,0.372093023,0.198473282,0.570566306,,,,
outscore,10,265,104.7209434,179,265,1874.504886,28,265,293.2186414,0.23255814,0.213740458,0.446298598,,,,
supersede,9,265,94.24884903,199,265,2083.946773,32,265,335.1070188,0.209302326,0.244274809,0.453577135,,,,
nibble,22,264,230.469249,171,264,1791.374617,28,264,293.3244987,0.511627907,0.213740458,0.725368365,,,,
influenzae,19,264,199.0416241,212,264,2220.88549,15,264,157.1381243,0.441860465,0.114503817,0.556364282,,,,
imbibe,16,264,167.6139992,145,264,1519.001868,30,264,314.2762486,0.372093023,0.229007634,0.601100657,,,,
heave,12,264,125.7104994,189,264,1979.940366,25,264,261.8968738,0.279069767,0.190839695,0.469909462,,,,
premeditate,11,264,115.2346245,177,264,1854.229867,30,264,314.2762486,0.255813953,0.229007634,0.484821587,,,,
postulate,8,264,83.80699962,197,264,2063.747366,22,264,230.469249,0.186046512,0.167938931,0.353985443,,,,
reinvigorate,13,263,136.2357089,183,263,1917.779595,33,263,345.8291072,0.302325581,0.251908397,0.554233978,,,,
vacuum,9,263,94.31702925,177,263,1854.901575,42,263,440.1461365,0.209302326,0.320610687,0.529913013,,,,
dwarf,9,263,94.31702925,184,263,1928.259265,29,263,303.9104276,0.209302326,0.221374046,0.430676371,,,,
ticket,8,263,83.83735933,174,263,1823.462565,33,263,345.8291072,0.186046512,0.251908397,0.437954909,,,,
bed,8,263,83.83735933,187,263,1959.698274,20,263,209.5933983,0.186046512,0.152671756,0.338718267,,,,
extradite,6,263,62.8780195,166,263,1739.625206,36,263,377.268117,0.139534884,0.27480916,0.414344044,,,,
vacation,6,263,62.8780195,183,263,1917.779595,25,263,261.9917479,0.139534884,0.190839695,0.330374578,,,,
throat,4,263,41.91867967,204,263,2137.852663,16,263,167.6747187,0.093023256,0.122137405,0.21516066,,,,
bug,11,262,115.3182727,181,262,1897.50976,28,262,293.5374215,0.255813953,0.213740458,0.469554412,,,,
relent,17,261,178.2841566,169,261,1772.354262,26,261,272.6698865,0.395348837,0.198473282,0.59382212,,,,
concoct,12,261,125.8476399,175,261,1835.278082,37,261,388.0302231,0.279069767,0.282442748,0.561512516,,,,
oxidize,10,261,104.8730333,179,261,1877.227296,31,261,325.1064032,0.23255814,0.236641221,0.469199361,,,,
widow,8,261,83.89842662,194,261,2034.536846,25,261,262.1825832,0.186046512,0.190839695,0.376886206,,,,
humanize,7,261,73.41112329,172,261,1803.816172,36,261,377.5429198,0.162790698,0.27480916,0.437599858,,,,
grope,10,260,104.91142,168,260,1762.511856,46,260,482.5925319,0.23255814,0.351145038,0.583703178,,,,
juxtapose,8,260,83.92913598,173,260,1814.967566,30,260,314.7342599,0.186046512,0.229007634,0.415054145,,,,
dab,7,260,73.43799398,140,260,1468.75988,37,260,388.1722539,0.162790698,0.282442748,0.445233446,,,,
retake,11,259,115.4449501,189,259,1983.554142,28,259,293.8598729,0.255813953,0.213740458,0.469554412,,,,
reprint,10,259,104.9499546,164,259,1721.179255,40,259,419.7998184,0.23255814,0.305343511,0.537901651,,,,
allay,4,259,41.97998184,174,259,1826.12921,36,259,377.8198365,0.093023256,0.27480916,0.367832416,,,,
sniffle,10,258,104.9886383,159,258,1669.319349,45,258,472.4488723,0.23255814,0.34351145,0.57606959,,,,
charm,7,258,73.49204681,155,258,1627.323894,40,258,419.9545532,0.162790698,0.305343511,0.468134209,,,,
hustle,5,258,52.49431915,171,258,1795.305715,27,258,283.4693234,0.11627907,0.20610687,0.32238594,,,,
chlorinate,12,257,126.0329667,164,257,1722.450545,28,257,294.0769222,0.279069767,0.213740458,0.492810225,,,,
reteste,11,257,115.5302194,199,257,2090.046697,31,257,325.5851639,0.255813953,0.236641221,0.492455175,,,,
wither,9,257,94.524725,179,257,1879.991753,35,257,367.5961528,0.209302326,0.267175573,0.476477898,,,,
whittle,6,257,63.01648334,183,257,1922.002742,33,257,346.5906583,0.139534884,0.251908397,0.391443281,,,,
accessorize,8,256,84.05316605,186,256,1954.236111,38,256,399.2525387,0.186046512,0.290076336,0.476122848,,,,
mph,8,256,84.05316605,181,256,1901.702882,33,256,346.71931,0.186046512,0.251908397,0.437954909,,,,
revolutionise,8,256,84.05316605,167,256,1754.609841,28,256,294.1860812,0.186046512,0.213740458,0.39978697,,,,
nerve,8,256,84.05316605,196,256,2059.302568,20,256,210.1329151,0.186046512,0.152671756,0.338718267,,,,
endear,7,256,73.54652029,178,256,1870.182945,27,256,283.6794354,0.162790698,0.20610687,0.368897568,,,,
corrupt,16,255,168.1689528,151,255,1587.094492,40,255,420.4223819,0.372093023,0.305343511,0.677436535,,,,
deform,15,255,157.6583932,165,255,1734.242326,31,255,325.827346,0.348837209,0.236641221,0.585478431,,,,
jumpstart,11,255,115.616155,199,255,2091.60135,24,255,252.2534292,0.255813953,0.183206107,0.43902006,,,,
desist,10,255,105.1055955,185,255,1944.453517,32,255,336.3379056,0.23255814,0.244274809,0.476832949,,,,
folate,6,255,63.06335729,181,255,1902.411278,26,255,273.2745483,0.139534884,0.198473282,0.338008166,,,,
dart,13,254,136.6883534,183,254,1924.151436,23,254,241.8332406,0.302325581,0.175572519,0.4778981,,,,
blindness,9,254,94.63039848,172,254,1808.49206,26,254,273.3767067,0.209302326,0.198473282,0.407775608,,,,
penalise,5,254,52.5724436,171,254,1797.977571,37,254,389.0360826,0.11627907,0.282442748,0.398721818,,,,
vindicate,13,253,136.7396341,158,253,1661.912476,28,253,294.516135,0.302325581,0.213740458,0.516066039,,,,
dupe,12,253,126.2212007,156,253,1640.875609,38,253,399.7004689,0.279069767,0.290076336,0.569146103,,,,
hurtle,9,253,94.66590052,171,253,1798.65211,31,253,326.0714351,0.209302326,0.236641221,0.445943547,,,,
whack,15,252,157.8359053,172,252,1809.851714,19,252,199.92548,0.348837209,0.145038168,0.493875377,,,,
surmise,11,252,115.7463305,165,252,1736.194958,41,252,431.4181411,0.255813953,0.312977099,0.568791053,,,,
befall,11,252,115.7463305,162,252,1704.627777,27,252,284.1046295,0.255813953,0.20610687,0.461920824,,,,
fell,9,252,94.70154317,167,252,1757.239746,34,252,357.7613853,0.209302326,0.259541985,0.46884431,,,,
immigrate,8,252,84.17914949,181,252,1904.553257,30,252,315.6718106,0.186046512,0.229007634,0.415054145,,,,
conjugate,7,252,73.6567558,177,252,1862.463682,23,252,242.0150548,0.162790698,0.175572519,0.338363217,,,,
culture,6,252,63.13436211,165,252,1736.194958,37,252,389.3285664,0.139534884,0.282442748,0.421977632,,,,
exhilarate,6,252,63.13436211,173,252,1820.374108,37,252,389.3285664,0.139534884,0.282442748,0.421977632,,,,
backtrack,6,252,63.13436211,176,252,1851.941289,28,252,294.6270232,0.139534884,0.213740458,0.353275342,,,,
irk,11,251,115.790067,158,251,1663.166417,21,251,221.0537643,0.255813953,0.160305344,0.416119297,,,,
toggle,10,251,105.2636973,170,251,1789.482854,23,251,242.1065037,0.23255814,0.175572519,0.408130659,,,,
deduce,17,250,179.0161479,163,250,1716.448948,28,250,294.850126,0.395348837,0.213740458,0.609089295,,,,
unsettle,13,250,136.8947013,165,250,1737.509671,24,250,252.7286794,0.302325581,0.183206107,0.485531688,,,,
ruffle,11,250,115.8339781,160,250,1684.857863,40,250,421.2144657,0.255813953,0.305343511,0.561157465,,,,
tank,10,250,105.3036164,168,250,1769.100756,26,250,273.7894027,0.23255814,0.198473282,0.431031422,,,,
weld,10,250,105.3036164,176,250,1853.343649,26,250,273.7894027,0.23255814,0.198473282,0.431031422,,,,
wrinkle,8,250,84.24289313,174,250,1832.282926,37,250,389.6233807,0.186046512,0.282442748,0.46848926,,,,
marinate,8,250,84.24289313,156,250,1642.736416,20,250,210.6072328,0.186046512,0.152671756,0.338718267,,,,
idle,5,250,52.65180821,159,250,1674.327501,46,250,484.3966355,0.11627907,0.351145038,0.467424108,,,,
slather,5,250,52.65180821,161,250,1695.388224,30,250,315.9108493,0.11627907,0.229007634,0.345286703,,,,
hunker,11,249,115.8780651,171,249,1801.377194,48,249,505.6497387,0.255813953,0.366412214,0.622226167,,,,
anoint,10,249,105.3436956,181,249,1906.72089,23,249,242.2904998,0.23255814,0.175572519,0.408130659,,,,
buffer,8,249,84.27495645,165,249,1738.170977,29,249,305.4967171,0.186046512,0.221374046,0.407420557,,,,
contour,5,249,52.67184778,176,249,1854.049042,30,249,316.0310867,0.11627907,0.229007634,0.345286703,,,,
splurge,15,248,158.075904,156,248,1643.989402,22,248,231.8446592,0.348837209,0.167938931,0.516776141,,,,
elapse,12,248,126.4607232,175,248,1844.21888,30,248,316.151808,0.279069767,0.229007634,0.508077401,,,,
relearn,12,248,126.4607232,178,248,1875.834061,18,248,189.6910848,0.279069767,0.13740458,0.416474348,,,,
fray,10,248,105.383936,186,248,1960.14121,22,248,231.8446592,0.23255814,0.167938931,0.400497071,,,,
fester,9,248,94.8455424,156,248,1643.989402,30,248,316.151808,0.209302326,0.229007634,0.438309959,,,,
vandalize,7,248,73.7687552,175,248,1844.21888,23,248,242.3830528,0.162790698,0.175572519,0.338363217,,,,
pore,7,248,73.7687552,174,248,1833.680486,22,248,231.8446592,0.162790698,0.167938931,0.330729629,,,,
bereave,11,247,115.9667729,166,247,1750.044028,33,247,347.9003188,0.255813953,0.251908397,0.50772235,,,,
cede,9,247,94.88190512,186,247,1960.892706,25,247,263.5608476,0.209302326,0.190839695,0.40014202,,,,
belittle,8,247,84.33947122,167,247,1760.586462,24,247,253.0184137,0.186046512,0.183206107,0.369252618,,,,
barricade,5,247,52.71216951,170,247,1792.213763,24,247,253.0184137,0.11627907,0.183206107,0.299485177,,,,
blight,32,246,337.4876991,152,246,1603.066571,32,246,337.4876991,0.744186047,0.244274809,0.988460856,,,,
behead,18,246,189.8368307,156,246,1645.252533,34,246,358.5806803,0.418604651,0.259541985,0.678146636,,,,
photoshoppe,7,246,73.82543417,152,246,1603.066571,25,246,263.6622649,0.162790698,0.190839695,0.353630392,,,,
vouch,5,246,52.73245298,171,246,1803.449892,33,246,348.0341897,0.11627907,0.251908397,0.368187467,,,,
victimize,12,245,126.6067658,180,245,1899.101487,21,245,221.5618401,0.279069767,0.160305344,0.439375111,,,,
admonish,7,245,73.8539467,166,245,1751.393593,34,245,358.7191697,0.162790698,0.259541985,0.422332682,,,,
beep,16,244,168.8744591,151,244,1593.752708,30,244,316.6396108,0.372093023,0.229007634,0.601100657,,,,
polarize,5,244,52.77326847,158,244,1667.635284,46,244,485.5140699,0.11627907,0.351145038,0.467424108,,,,
shudder,5,244,52.77326847,164,244,1730.963206,35,244,369.4128793,0.11627907,0.267175573,0.383454642,,,,
butter,1,244,10.55465369,219,244,2311.469159,7,244,73.88257585,0.023255814,0.053435115,0.076690928,,,,
peruse,17,243,179.4989263,162,243,1710.51918,32,243,337.8803318,0.395348837,0.244274809,0.639623646,,,,
ovulate,12,243,126.7051244,147,243,1552.137774,24,243,253.4102488,0.279069767,0.183206107,0.462275874,,,,
disapprove,11,243,116.1463641,174,243,1837.224304,17,243,179.4989263,0.255813953,0.129770992,0.385584946,,,,
outlive,10,243,105.5876037,138,243,1457.108931,41,243,432.9091751,0.23255814,0.312977099,0.545535239,,,,
flog,7,243,73.91132258,164,243,1731.6367,32,243,337.8803318,0.162790698,0.244274809,0.407065507,,,,
tamp,20,242,211.2576796,173,242,1827.378928,25,242,264.0720995,0.465116279,0.190839695,0.655955974,,,,
protract,16,242,169.0061437,169,242,1785.127392,36,242,380.2638232,0.372093023,0.27480916,0.646902184,,,,
symbolise,11,242,116.1917238,142,242,1499.929525,31,242,327.4494033,0.255813953,0.236641221,0.492455175,,,,
stente,15,241,158.50537,156,241,1648.455848,33,241,348.7118139,0.348837209,0.251908397,0.600745606,,,,
savour,14,241,147.9383453,130,241,1373.713206,28,241,295.8766906,0.325581395,0.213740458,0.539321853,,,,
mutilate,13,241,137.3713206,144,241,1521.651552,37,241,390.9799126,0.302325581,0.282442748,0.584768329,,,,
trample,12,241,126.804296,152,241,1606.187749,28,241,295.8766906,0.279069767,0.213740458,0.492810225,,,,
embattle,10,241,105.6702466,173,241,1828.095267,20,241,211.3404933,0.23255814,0.152671756,0.385229895,,,,
memorialize,6,241,63.40214799,180,241,1902.06444,17,241,179.6394193,0.139534884,0.129770992,0.269305876,,,,
disburse,5,241,52.83512332,169,241,1785.827168,27,241,285.3096659,0.11627907,0.20610687,0.32238594,,,,
jeopardise,4,241,42.26809866,171,241,1806.961218,32,241,338.1447893,0.093023256,0.244274809,0.337298065,,,,
dent,11,240,116.2830082,154,240,1627.962115,24,240,253.7083816,0.255813953,0.183206107,0.43902006,,,,
billow,9,240,95.14064311,155,240,1638.533298,30,240,317.135477,0.209302326,0.229007634,0.438309959,,,,
legislate,8,240,84.56946054,176,240,1860.528132,24,240,253.7083816,0.186046512,0.183206107,0.369252618,,,,
freestande,7,240,73.99827797,140,240,1479.965559,18,240,190.2812862,0.162790698,0.13740458,0.300195278,,,,
hedge,14,239,148.0550097,170,239,1797.810831,17,239,179.7810831,0.325581395,0.129770992,0.455352388,,,,
snake,10,239,105.7535783,155,239,1639.180464,32,239,338.4114506,0.23255814,0.244274809,0.476832949,,,,
shuttle,10,239,105.7535783,169,239,1787.235474,24,239,253.808588,0.23255814,0.183206107,0.415764246,,,,
readjust,13,238,137.5341578,173,238,1830.262254,30,238,317.3865181,0.302325581,0.229007634,0.531333215,,,,
bogge,8,238,84.63640483,161,238,1703.307647,19,238,201.0114615,0.186046512,0.145038168,0.33108468,,,,
stutter,8,238,84.63640483,159,238,1682.148546,18,238,190.4319109,0.186046512,0.13740458,0.323451092,,,,
boat,6,238,63.47730362,169,238,1787.944052,26,238,275.0683157,0.139534884,0.198473282,0.338008166,,,,
filmmake,4,238,42.31820241,170,238,1798.523603,24,238,253.9092145,0.093023256,0.183206107,0.276229363,,,,
oscillate,16,237,169.3401765,138,237,1460.559022,34,237,359.847875,0.372093023,0.259541985,0.631635008,,,,
sling,16,237,169.3401765,162,237,1714.569287,27,237,285.7615478,0.372093023,0.20610687,0.578199893,,,,
ratchet,13,237,137.5888934,155,237,1640.48296,30,237,317.5128309,0.302325581,0.229007634,0.531333215,,,,
toil,11,237,116.4213713,150,237,1587.564154,33,237,349.264114,0.255813953,0.251908397,0.50772235,,,,
veto,10,237,105.8376103,156,237,1651.066721,29,237,306.9290699,0.23255814,0.221374046,0.453932185,,,,
personalise,10,237,105.8376103,158,237,1672.234243,29,237,306.9290699,0.23255814,0.221374046,0.453932185,,,,
honk,6,237,63.50256618,166,237,1756.904331,25,237,264.5940257,0.139534884,0.190839695,0.330374578,,,,
wiggle,15,236,158.8198389,161,236,1704.666271,21,236,222.3477744,0.348837209,0.160305344,0.509142553,,,,
bargain,14,236,148.2318496,154,236,1630.550346,30,236,317.6396778,0.325581395,0.229007634,0.554589029,,,,
malign,10,236,105.8798926,173,236,1831.722142,21,236,222.3477744,0.23255814,0.160305344,0.392863483,,,,
slit,6,236,63.52793555,147,236,1556.434421,25,236,264.6997315,0.139534884,0.190839695,0.330374578,,,,
freshen,4,236,42.35195703,152,236,1609.374367,38,236,402.3435918,0.093023256,0.290076336,0.383099592,,,,
bench,4,236,42.35195703,175,236,1852.89812,15,236,158.8198389,0.093023256,0.114503817,0.207527073,,,,
ongoe,3,236,31.76396778,186,236,1969.366002,22,236,232.9357637,0.069767442,0.167938931,0.237706373,,,,
blacken,14,235,148.2912962,142,235,1504.097433,20,235,211.8447089,0.325581395,0.152671756,0.478253151,,,,
kickstarte,13,235,137.6990608,156,235,1652.388729,35,235,370.7282405,0.302325581,0.267175573,0.569501154,,,,
cuff,11,235,116.5145899,153,235,1620.612023,42,235,444.8738886,0.255813953,0.320610687,0.576424641,,,,
ordinate,8,235,84.73788354,155,235,1641.796494,36,235,381.3204759,0.186046512,0.27480916,0.460855672,,,,
flail,8,235,84.73788354,165,235,1747.718848,21,235,222.4369443,0.186046512,0.160305344,0.346351855,,,,
camouflage,6,235,63.55341266,150,235,1588.835316,33,235,349.5437696,0.139534884,0.251908397,0.391443281,,,,
dismember,6,235,63.55341266,162,235,1715.942142,32,235,338.9515342,0.139534884,0.244274809,0.383809693,,,,
reroute,15,234,158.947496,141,234,1494.106463,35,234,370.8774907,0.348837209,0.267175573,0.616012782,,,,
christen,12,234,127.1579968,125,234,1324.562467,36,234,381.4739904,0.279069767,0.27480916,0.553878928,,,,
rebel,10,234,105.9649973,165,234,1748.422456,23,234,243.7194939,0.23255814,0.175572519,0.408130659,,,,
toy,8,234,84.77199788,147,234,1557.685461,29,234,307.2984923,0.186046512,0.221374046,0.407420557,,,,
reapply,6,234,63.57899841,168,234,1780.211955,27,234,286.1054928,0.139534884,0.20610687,0.345641754,,,,
rebalance,13,233,137.8101698,173,233,1833.935336,18,233,190.8140812,0.302325581,0.13740458,0.439730162,,,,
holiday,9,233,95.40704061,160,233,1696.125166,22,233,233.2172104,0.209302326,0.167938931,0.377241257,,,,
grunt,8,233,84.80625832,156,233,1653.722037,37,233,392.2289447,0.186046512,0.282442748,0.46848926,,,,
glimpse,6,233,63.60469374,175,233,1855.136901,19,233,201.4148635,0.139534884,0.145038168,0.284573052,,,,
fatten,5,233,53.00391145,147,233,1558.314997,21,233,222.6164281,0.11627907,0.160305344,0.276584413,,,,
detract,11,232,116.6559159,143,232,1516.526907,38,232,402.9931641,0.255813953,0.290076336,0.545890289,,,,
mishandle,11,232,116.6559159,154,232,1633.182823,31,232,328.7575812,0.255813953,0.236641221,0.492455175,,,,
regurgitate,6,232,63.63049959,185,232,1961.940404,22,232,233.3118318,0.139534884,0.167938931,0.307473815,,,,
visualise,3,232,31.81524979,177,232,1877.099738,17,232,180.2864155,0.069767442,0.129770992,0.199538434,,,,
major,10,231,106.0940282,140,231,1485.316395,34,231,360.7196958,0.23255814,0.259541985,0.492100124,,,,
renowne,10,231,106.0940282,143,231,1517.144603,29,231,307.6726817,0.23255814,0.221374046,0.453932185,,,,
liaise,7,231,74.26581973,153,231,1623.238631,36,231,381.9385015,0.162790698,0.27480916,0.437599858,,,,
ejaculate,7,231,74.26581973,143,231,1517.144603,28,231,297.0632789,0.162790698,0.213740458,0.376531156,,,,
gleam,7,231,74.26581973,144,231,1527.754006,28,231,297.0632789,0.162790698,0.213740458,0.376531156,,,,
chastise,7,231,74.26581973,167,231,1771.770271,23,231,244.0162648,0.162790698,0.175572519,0.338363217,,,,
besiege,7,231,74.26581973,175,231,1856.645493,16,231,169.7504451,0.162790698,0.122137405,0.284928102,,,,
balk,6,231,63.65641691,155,231,1644.457437,30,231,318.2820846,0.139534884,0.229007634,0.368542517,,,,
herd,5,231,53.04701409,169,231,1792.989076,22,231,233.406862,0.11627907,0.167938931,0.284218001,,,,
whatsapp,0,231,0,21,231,222.7974592,6,231,63.65641691,0,0.045801527,0.045801527,,,,
undervalue,17,230,180.4335989,154,230,1634.516132,33,230,350.2534568,0.395348837,0.251908397,0.647257234,,,,
antibodie,17,230,180.4335989,185,230,1963.542106,20,230,212.2748223,0.395348837,0.152671756,0.548020593,,,,
adjudicate,11,230,116.7511523,162,230,1719.42606,19,230,201.6610812,0.255813953,0.145038168,0.400852121,,,,
vilify,10,230,106.1374111,150,230,1592.061167,32,230,339.6397156,0.23255814,0.244274809,0.476832949,,,,
fog,10,230,106.1374111,168,230,1783.108507,26,230,275.957269,0.23255814,0.198473282,0.431031422,,,,
tide,7,230,74.2961878,163,230,1730.039802,27,230,286.5710101,0.162790698,0.20610687,0.368897568,,,,
sympathize,6,230,63.68244668,155,230,1645.129873,24,230,254.7297867,0.139534884,0.183206107,0.322740991,,,,
troubleshoot,5,230,53.06870557,180,230,1910.4734,31,230,329.0259745,0.11627907,0.236641221,0.352920291,,,,
snow,21,229,222.9800646,146,229,1550.242354,17,229,180.5076713,0.488372093,0.129770992,0.618143085,,,,
garden,14,229,148.6533764,164,229,1741.368123,17,229,180.5076713,0.325581395,0.129770992,0.455352388,,,,
perk,8,229,84.9447865,162,229,1720.131927,20,229,212.3619662,0.186046512,0.152671756,0.338718267,,,,
legalise,4,229,42.47239325,158,229,1677.659533,13,229,138.0352781,0.093023256,0.099236641,0.192259897,,,,
moisture,15,228,159.3371187,148,228,1572.126238,37,228,393.0315595,0.348837209,0.282442748,0.631279957,,,,
clone,10,228,106.2247458,160,228,1699.595933,28,228,297.4292882,0.23255814,0.213740458,0.446298598,,,,
disprove,9,228,95.60227122,140,228,1487.146441,31,228,329.296712,0.209302326,0.236641221,0.445943547,,,,
card,9,228,95.60227122,158,228,1678.350984,28,228,297.4292882,0.209302326,0.213740458,0.423042784,,,,
disfigure,9,228,95.60227122,153,228,1625.238611,20,228,212.4494916,0.209302326,0.152671756,0.361974081,,,,
exile,8,228,84.97979664,150,228,1593.371187,26,228,276.1843391,0.186046512,0.198473282,0.384519794,,,,
stride,7,228,74.35732206,141,228,1497.768916,34,228,361.1641357,0.162790698,0.259541985,0.422332682,,,,
veil,7,228,74.35732206,151,228,1603.993662,32,228,339.9191866,0.162790698,0.244274809,0.407065507,,,,
word,7,228,74.35732206,152,228,1614.616136,26,228,276.1843391,0.162790698,0.198473282,0.36126398,,,,
deconstruct,10,227,106.2687008,146,227,1551.523032,40,227,425.0748034,0.23255814,0.305343511,0.537901651,,,,
reconfigure,10,227,106.2687008,167,227,1774.687304,17,227,180.6567914,0.23255814,0.129770992,0.362329132,,,,
wedge,6,227,63.76122051,150,227,1594.030513,31,227,329.4329726,0.139534884,0.236641221,0.376176105,,,,
impregnate,5,227,53.13435042,160,227,1700.299214,24,227,255.044882,0.11627907,0.183206107,0.299485177,,,,
slug,4,227,42.50748034,187,227,1987.224706,11,227,116.8955709,0.093023256,0.083969466,0.176992721,,,,
parse,3,227,31.88061025,163,227,1732.179824,23,227,244.4180119,0.069767442,0.175572519,0.245339961,,,,
politicize,18,226,191.3631299,158,226,1679.743029,35,226,372.0949749,0.418604651,0.267175573,0.685780224,,,,
carjack,9,226,95.68156496,179,226,1903.000014,26,226,276.4134099,0.209302326,0.198473282,0.407775608,,,,
outdo,9,226,95.68156496,158,226,1679.743029,23,226,244.5195549,0.209302326,0.175572519,0.384874845,,,,
ramble,5,226,53.15642498,148,226,1573.430179,35,226,372.0949749,0.11627907,0.267175573,0.383454642,,,,
barge,4,226,42.52513998,149,226,1584.061464,28,226,297.6759799,0.093023256,0.213740458,0.306763714,,,,
tidy,11,225,116.9929143,144,225,1531.543606,34,225,361.6144625,0.255813953,0.259541985,0.515355938,,,,
nag,9,225,95.72147537,152,225,1616.629362,18,225,191.4429507,0.209302326,0.13740458,0.346706906,,,,
scent,8,225,85.08575589,167,225,1776.165154,17,225,180.8072313,0.186046512,0.129770992,0.315817504,,,,
irrigate,6,225,63.81431692,157,225,1669.807959,21,225,223.3501092,0.139534884,0.160305344,0.299840227,,,,
livestreame,5,225,53.17859743,169,225,1797.436593,37,225,393.521621,0.11627907,0.282442748,0.398721818,,,,
reinfecte,18,224,191.5231271,179,224,1904.591098,25,224,266.0043432,0.418604651,0.190839695,0.609444346,,,,
moisten,11,224,117.041911,156,224,1659.867102,34,224,361.7659068,0.255813953,0.259541985,0.515355938,,,,
snowball,6,224,63.84104238,149,224,1585.385886,23,224,244.7239958,0.139534884,0.175572519,0.315107403,,,,
masquerade,13,223,138.3804227,157,223,1671.209721,33,223,351.2733808,0.302325581,0.251908397,0.554233978,,,,
recast,12,223,127.7357748,148,223,1575.40789,38,223,404.4966203,0.279069767,0.290076336,0.569146103,,,,
tether,12,223,127.7357748,139,223,1479.606059,20,223,212.8929581,0.279069767,0.152671756,0.431741523,,,,
inscribe,9,223,95.80183113,141,223,1500.895354,30,223,319.3394371,0.209302326,0.229007634,0.438309959,,,,
